,rainfall,temperature_max,temperature_min,temperature_mean,relative_humidity,wind_speed,wind_direction,cloud,station_pressure,recorded_time,station
4050,0.0,31.1,24.1,27.6,73.0,4.0,100.0,5.0,1012.9,2013-02-02,1
4051,0.0,31.9,23.1,27.5,67.0,3.0,90.0,3.0,1012.8,2013-02-03,1
4052,0.0,32.1,22.8,27.5,65.0,4.0,110.0,1.0,1012.3,2013-02-04,1
4053,0.0,31.7,22.5,27.1,67.0,3.0,130.0,2.0,1011.7,2013-02-05,1
4054,0.0,30.8,24.5,27.7,76.0,3.0,120.0,3.0,1009.6,2013-02-06,1
4055,0.0,32.9,24.2,28.6,69.0,3.0,140.0,4.0,1008.5,2013-02-07,1
4056,0.0,33.0,23.1,28.0,69.0,2.0,140.0,3.0,1009.9,2013-02-08,1
4057,0.0,29.6,23.5,26.5,76.0,2.0,130.0,5.0,1010.6,2013-02-09,1
4058,0.0,32.7,22.2,27.5,69.0,3.0,110.0,2.0,1010.5,2013-02-10,1
4059,3.0,31.5,23.8,27.7,71.0,3.0,80.0,4.0,1010.3,2013-02-11,1
4060,0.0,31.5,23.7,27.6,74.0,3.0,100.0,4.0,1010.8,2013-02-12,1
4061,0.0,31.8,23.8,27.8,72.0,4.0,110.0,4.0,1010.0,2013-02-13,1
4062,1.0,32.7,23.7,28.2,71.0,3.0,110.0,4.0,1009.8,2013-02-14,1
4063,0.0,31.2,23.3,27.3,76.0,3.0,110.0,3.0,1009.1,2013-02-15,1
4064,0.0,33.2,25.5,29.4,59.0,4.0,110.0,2.0,1009.4,2013-02-16,1
4065,0.0,32.3,22.6,27.5,62.0,4.0,100.0,2.0,1008.7,2013-02-17,1
4066,0.0,33.5,23.4,28.5,61.0,3.0,120.0,4.0,1008.5,2013-02-18,1
4067,0.0,33.0,25.7,29.4,59.0,3.0,80.0,6.0,1007.6,2013-02-19,1
4068,0.0,31.5,25.8,28.7,57.0,4.0,80.0,7.0,1007.6,2013-02-20,1
4069,23.0,32.4,24.1,28.3,76.0,3.0,90.0,7.0,1007.5,2013-02-21,1
4070,49.0,26.5,23.5,25.0,100.0,2.0,20.0,8.0,1010.1,2013-02-22,1
4071,0.0,32.7,24.4,28.5,71.0,4.0,110.0,2.0,1010.6,2013-02-23,1
4072,0.0,32.4,25.3,28.9,68.0,4.0,100.0,3.0,1010.6,2013-02-24,1
4073,0.0,31.8,25.2,28.5,71.0,4.0,90.0,2.0,1011.0,2013-02-25,1
4074,0.0,31.4,24.1,27.8,73.0,3.0,110.0,4.0,1010.7,2013-02-26,1
4075,0.0,32.3,25.1,28.7,67.0,4.0,110.0,2.0,1009.4,2013-02-27,1
4076,0.0,33.2,23.4,28.3,68.0,4.0,110.0,1.0,1008.7,2013-02-28,1
4077,0.0,32.3,22.7,27.5,63.0,4.0,170.0,1.0,1010.3,2013-03-01,1
4078,0.0,32.6,23.4,28.0,62.0,3.0,110.0,3.0,1011.0,2013-03-02,1
4079,1.5,28.6,23.6,26.1,85.0,2.0,140.0,5.0,1011.2,2013-03-03,1
4080,0.0,29.5,23.8,26.7,67.0,3.0,110.0,4.0,1011.7,2013-03-04,1
4081,0.0,31.0,23.4,27.2,60.0,3.0,110.0,3.0,1013.1,2013-03-05,1
4082,0.0,30.9,22.7,26.8,67.0,3.0,110.0,4.0,1012.3,2013-03-06,1
4083,0.0,30.2,24.9,27.5,69.0,2.0,120.0,5.0,1011.6,2013-03-07,1
4084,0.0,30.5,23.4,27.0,68.0,4.0,120.0,5.0,1010.5,2013-03-08,1
4085,0.0,32.6,25.3,29.0,67.0,3.0,130.0,5.0,1009.8,2013-03-09,1
4086,0.0,33.9,23.8,28.9,75.0,2.0,140.0,4.0,1009.4,2013-03-10,1
4087,0.0,33.6,24.6,29.1,71.0,3.0,110.0,3.0,1009.3,2013-03-11,1
4088,0.0,33.7,24.4,29.0,65.0,3.0,130.0,2.0,1009.4,2013-03-12,1
4089,5.0,34.2,25.6,29.9,72.0,3.0,180.0,4.0,1010.3,2013-03-13,1
4090,0.0,33.4,25.1,29.3,72.0,3.0,120.0,3.0,1010.0,2013-03-14,1
4091,0.0,32.0,24.5,28.3,66.0,3.0,100.0,4.0,1012.0,2013-03-15,1
4092,0.0,31.2,23.5,27.4,71.0,3.0,110.0,4.0,1012.0,2013-03-16,1
4093,0.0,32.9,24.7,28.8,64.0,4.0,120.0,2.0,1009.3,2013-03-17,1
4094,0.0,34.2,25.2,29.7,62.0,3.0,120.0,2.0,1008.0,2013-03-18,1
4095,0.0,34.0,23.5,28.8,62.0,4.0,120.0,1.0,1008.9,2013-03-19,1
4096,0.0,33.3,24.1,28.7,62.0,4.0,130.0,1.0,1009.1,2013-03-20,1
4097,0.0,33.9,25.5,29.7,63.0,3.0,120.0,4.0,1008.2,2013-03-21,1
4098,5.5,30.9,25.4,28.1,83.0,2.0,90.0,6.0,1008.3,2013-03-22,1
4099,0.0,34.4,27.0,30.7,72.0,4.0,120.0,3.0,1007.6,2013-03-23,1
4100,0.0,34.5,25.3,29.9,72.0,2.0,110.0,5.0,1007.0,2013-03-24,1
4101,15.0,33.1,25.6,29.4,72.0,3.0,120.0,4.0,1007.0,2013-03-25,1
4102,0.0,33.9,25.1,29.5,62.0,3.0,110.0,2.0,1007.6,2013-03-26,1
4103,0.0,34.5,24.4,29.5,62.0,2.0,110.0,1.0,1008.1,2013-03-27,1
4104,0.0,33.6,25.7,29.7,66.0,4.0,120.0,2.0,1008.0,2013-03-28,1
4105,0.0,34.6,26.3,30.5,64.0,4.0,110.0,1.0,1008.1,2013-03-29,1
4106,0.0,33.5,26.6,30.0,63.0,4.0,110.0,2.0,1007.9,2013-03-30,1
4107,0.0,34.5,26.6,30.5,60.0,3.0,130.0,2.0,1008.8,2013-03-31,1
4108,1.0,34.7,25.3,30.0,63.0,4.0,120.0,3.0,1009.1,2013-04-01,1
4109,0.0,33.5,24.5,29.0,72.0,3.0,110.0,2.0,1008.0,2013-04-02,1
4110,0.0,34.0,26.4,30.2,62.0,3.0,130.0,1.0,1006.0,2013-04-03,1
4111,0.0,34.8,25.6,30.2,61.0,3.0,120.0,2.0,1005.4,2013-04-04,1
4112,0.0,35.6,27.2,31.4,73.0,3.0,250.0,2.0,1004.7,2013-04-05,1
4113,0.0,33.6,25.8,29.7,77.0,4.0,250.0,1.0,1004.0,2013-04-06,1
4114,0.0,34.8,27.6,31.2,62.0,3.0,260.0,2.0,1004.5,2013-04-07,1
4115,0.0,35.8,26.8,31.3,65.0,3.0,120.0,2.0,1006.7,2013-04-08,1
4116,0.0,33.8,26.6,30.2,64.0,3.0,110.0,4.0,1008.3,2013-04-09,1
4117,0.0,34.9,27.4,31.2,64.0,4.0,130.0,2.0,1008.0,2013-04-10,1
4118,0.0,34.3,24.3,29.3,61.0,4.0,110.0,3.0,1008.7,2013-04-11,1
4119,0.0,34.9,25.7,30.3,59.0,4.0,110.0,3.0,1009.1,2013-04-12,1
4120,0.0,34.3,25.9,30.1,61.0,3.0,120.0,2.0,1008.6,2013-04-13,1
4121,0.0,35.9,28.0,32.0,62.0,3.0,130.0,4.0,1007.7,2013-04-14,1
4122,0.0,36.2,25.1,30.7,63.0,3.0,140.0,3.0,1006.7,2013-04-15,1
4123,0.0,36.3,26.8,31.5,60.0,3.0,130.0,1.0,1006.2,2013-04-16,1
4124,0.0,35.7,26.9,31.3,60.0,3.0,120.0,1.0,1006.3,2013-04-17,1
4125,0.0,36.7,28.1,32.4,62.0,3.0,130.0,2.0,1006.3,2013-04-18,1
4126,0.0,37.2,27.4,32.3,60.0,3.0,120.0,2.0,1006.7,2013-04-19,1
4127,0.0,36.4,28.9,32.7,68.0,3.0,140.0,3.0,1007.8,2013-04-20,1
4128,0.0,36.1,26.0,31.1,63.0,4.0,120.0,4.0,1008.0,2013-04-21,1
4129,0.0,34.1,28.1,31.1,68.0,4.0,120.0,3.0,1008.8,2013-04-22,1
4130,0.0,35.2,25.9,30.5,63.0,4.0,120.0,2.0,1009.2,2013-04-23,1
4131,0.0,36.3,28.2,32.3,57.0,2.0,130.0,1.0,1008.9,2013-04-24,1
4132,0.0,38.0,28.2,33.1,60.0,3.0,260.0,4.0,1008.0,2013-04-25,1
4133,17.0,35.5,24.8,30.2,71.0,3.0,290.0,4.0,1007.8,2013-04-26,1
4134,16.5,36.9,23.2,30.1,68.0,2.0,130.0,3.0,1007.2,2013-04-27,1
4135,0.0,35.9,26.3,31.1,60.0,3.0,110.0,2.0,1007.9,2013-04-28,1
4136,0.0,36.3,26.8,31.5,56.0,3.0,130.0,2.0,1008.1,2013-04-29,1
4137,0.0,36.8,27.6,32.2,59.0,2.0,120.0,2.0,1007.0,2013-04-30,1
4138,0.0,34.7,28.0,31.4,68.0,3.0,260.0,2.0,1005.1,2013-05-01,1
4139,0.0,35.7,27.3,31.5,66.0,2.0,150.0,2.0,1005.3,2013-05-02,1
4140,5.0,36.8,27.1,32.0,67.0,2.0,210.0,3.0,1006.8,2013-05-03,1
4141,0.0,35.9,26.9,31.4,66.0,3.0,110.0,3.0,1008.3,2013-05-04,1
4142,0.0,36.0,26.6,31.3,52.0,3.0,110.0,2.0,1008.0,2013-05-05,1
4143,0.0,35.6,27.4,31.5,58.0,3.0,110.0,2.0,1006.1,2013-05-06,1
4144,0.0,35.8,28.2,32.0,62.0,3.0,120.0,3.0,1005.8,2013-05-07,1
4145,0.0,36.2,28.1,32.2,62.0,3.0,120.0,3.0,1006.4,2013-05-08,1
4146,0.0,35.2,27.2,31.2,65.0,3.0,130.0,3.0,1007.2,2013-05-09,1
4147,33.0,36.4,24.3,30.4,70.0,2.0,130.0,6.0,1006.3,2013-05-10,1
4148,0.0,33.0,27.5,30.3,78.0,3.0,290.0,5.0,1005.9,2013-05-11,1
4149,0.0,33.6,27.7,30.7,76.0,2.0,170.0,7.0,1006.6,2013-05-12,1
4150,1.0,32.1,26.5,29.3,87.0,2.0,140.0,6.0,1006.8,2013-05-13,1
4151,9.0,33.6,25.6,29.6,88.0,2.0,140.0,7.0,1005.8,2013-05-14,1
4152,0.0,33.8,23.8,28.8,70.0,2.0,120.0,7.0,1006.0,2013-05-15,1
4153,0.0,34.2,27.7,31.0,75.0,2.0,250.0,6.0,1007.2,2013-05-16,1
4154,0.0,33.6,27.8,30.7,74.0,3.0,270.0,4.0,1007.9,2013-05-17,1
4155,0.0,33.3,27.8,30.5,74.0,3.0,240.0,4.0,1007.2,2013-05-18,1
4156,0.0,32.9,27.9,30.4,76.0,3.0,260.0,5.0,1006.6,2013-05-19,1
4157,0.0,33.3,27.6,30.5,76.0,2.0,260.0,4.0,1006.9,2013-05-20,1
4158,0.0,33.7,27.2,30.5,81.0,2.0,210.0,3.0,1007.7,2013-05-21,1
4159,0.0,34.6,27.5,31.1,74.0,2.0,220.0,3.0,1007.5,2013-05-22,1
4160,5.0,37.0,26.5,31.8,66.0,2.0,20.0,4.0,1007.8,2013-05-23,1
4161,0.0,36.8,26.4,31.6,67.0,2.0,140.0,3.0,1007.6,2013-05-24,1
4162,6.0,35.0,26.4,30.7,78.0,2.0,270.0,4.0,1007.1,2013-05-25,1
4163,3.5,34.9,25.1,30.0,80.0,2.0,270.0,6.0,1007.5,2013-05-26,1
4164,0.0,34.1,26.4,30.3,74.0,2.0,360.0,5.0,1007.5,2013-05-27,1
4165,0.0,35.9,27.5,31.7,80.0,2.0,120.0,4.0,1008.4,2013-05-28,1
4166,0.0,35.2,26.5,30.9,66.0,3.0,110.0,3.0,1007.9,2013-05-29,1
4167,5.5,30.1,25.4,27.8,76.0,1.0,110.0,5.0,1007.4,2013-05-30,1
4168,0.0,35.1,26.5,30.8,64.0,2.0,120.0,4.0,1006.5,2013-05-31,1
4169,0.0,35.1,28.3,31.7,68.0,2.0,150.0,5.0,1005.0,2013-06-01,1
4170,-1.0,35.1,22.3,28.7,76.0,2.0,150.0,4.0,1004.2,2013-06-02,1
4171,0.0,35.9,27.2,31.6,70.0,3.0,150.0,3.0,1005.3,2013-06-03,1
4172,0.0,35.7,26.5,31.1,63.0,3.0,120.0,2.0,1007.1,2013-06-04,1
4173,0.0,35.5,26.6,31.0,68.0,2.0,120.0,4.0,1007.4,2013-06-05,1
4174,0.0,35.6,26.7,31.2,65.0,2.0,140.0,4.0,1006.0,2013-06-06,1
4175,37.5,35.0,24.4,29.7,72.0,2.0,270.0,6.0,1003.8,2013-06-07,1
4176,-1.0,33.2,27.0,30.1,77.0,4.0,220.0,4.0,1002.8,2013-06-08,1
4177,0.5,33.0,26.4,29.7,79.0,4.0,250.0,6.0,1002.7,2013-06-09,1
4178,1.0,32.9,26.5,29.7,77.0,3.0,260.0,6.0,1002.6,2013-06-10,1
4179,38.0,32.8,25.4,29.1,87.0,2.0,270.0,7.0,1002.8,2013-06-11,1
4180,2.0,33.5,26.0,29.8,84.0,2.0,110.0,7.0,1003.2,2013-06-12,1
4181,33.0,33.1,25.2,29.2,89.0,1.0,130.0,7.0,1002.9,2013-06-13,1
4182,-1.0,33.3,25.5,29.4,84.0,2.0,90.0,7.0,1003.5,2013-06-14,1
4183,0.0,34.2,27.0,30.6,72.0,3.0,120.0,4.0,1004.3,2013-06-15,1
4184,,34.7,25.3,30.0,78.0,2.0,220.0,7.0,1003.9,2013-06-16,1
4185,50.5,31.5,25.3,28.4,88.0,3.0,260.0,8.0,1002.1,2013-06-17,1
4186,22.5,31.1,24.7,27.9,92.0,3.0,220.0,7.0,1001.1,2013-06-18,1
4187,10.5,32.5,25.6,29.0,87.0,3.0,130.0,6.0,1002.2,2013-06-19,1
4188,-1.0,34.5,25.7,30.1,78.0,3.0,130.0,6.0,1003.5,2013-06-20,1
4189,17.0,31.9,25.6,28.8,84.0,2.0,130.0,7.0,1005.0,2013-06-21,1
4190,5.0,32.7,25.0,28.9,79.0,2.0,120.0,7.0,1006.7,2013-06-22,1
4191,2.0,33.6,25.7,29.7,81.0,2.0,130.0,6.0,1008.0,2013-06-23,1
4192,0.0,32.9,26.9,29.9,73.0,2.0,120.0,5.0,1008.7,2013-06-24,1
4193,0.0,35.1,27.3,31.2,67.0,2.0,110.0,3.0,1008.4,2013-06-25,1
4194,0.0,33.5,27.8,30.7,71.0,2.0,120.0,6.0,1007.8,2013-06-26,1
4195,0.5,32.5,26.7,29.6,76.0,3.0,260.0,4.0,1006.4,2013-06-27,1
4196,0.0,32.8,27.4,30.1,76.0,2.0,260.0,3.0,1005.7,2013-06-28,1
4197,36.0,32.5,24.2,28.4,82.0,4.0,360.0,7.0,1004.0,2013-06-29,1
4198,,31.6,25.7,28.7,86.0,2.0,130.0,7.0,1004.7,2013-06-30,1
4199,,34.2,26.1,30.2,76.0,2.0,130.0,3.0,1005.7,2013-07-01,1
4200,0.0,34.5,25.7,30.1,71.0,2.0,120.0,4.0,1006.7,2013-07-02,1
4201,8.0,30.0,24.1,27.0,86.0,2.0,100.0,7.0,1006.4,2013-07-03,1
4202,26.5,33.7,24.4,29.0,74.0,3.0,110.0,7.0,1006.6,2013-07-04,1
4203,0.5,33.3,25.9,29.6,77.0,2.0,120.0,5.0,1007.2,2013-07-05,1
4204,0.0,33.5,26.1,29.8,70.0,3.0,110.0,4.0,1008.0,2013-07-06,1
4205,,33.3,25.6,29.5,76.0,2.0,140.0,5.0,1008.9,2013-07-07,1
4206,0.0,33.6,25.7,29.7,68.0,2.0,130.0,4.0,1007.8,2013-07-08,1
4207,2.0,32.3,25.5,28.9,77.0,2.0,220.0,5.0,1006.0,2013-07-09,1
4208,13.0,31.8,25.3,28.6,81.0,2.0,280.0,5.0,1005.0,2013-07-10,1
4209,-1.0,32.0,26.1,29.0,75.0,2.0,260.0,6.0,1004.5,2013-07-11,1
4210,0.5,31.5,26.2,28.9,84.0,4.0,250.0,5.0,1003.6,2013-07-12,1
4211,8.0,30.3,25.9,28.1,94.0,1.0,260.0,7.0,1004.9,2013-07-13,1
4212,2.0,33.4,25.8,29.6,81.0,2.0,240.0,7.0,1006.1,2013-07-14,1
4213,0.5,30.1,26.2,28.2,91.0,2.0,270.0,6.0,1005.9,2013-07-15,1
4214,16.0,31.0,23.7,27.4,82.0,3.0,250.0,7.0,1004.6,2013-07-16,1
4215,9.5,30.4,25.5,28.0,88.0,1.0,250.0,7.0,1004.0,2013-07-17,1
4216,0.0,34.2,26.9,30.5,76.0,3.0,140.0,5.0,1004.2,2013-07-18,1
4217,7.5,34.9,24.5,29.7,77.0,2.0,100.0,5.0,1005.6,2013-07-19,1
4218,0.0,33.2,26.5,29.9,76.0,2.0,130.0,7.0,1005.5,2013-07-20,1
4219,1.0,33.1,25.7,29.4,72.0,3.0,120.0,5.0,1004.5,2013-07-21,1
4220,0.5,32.0,26.0,29.0,77.0,3.0,120.0,6.0,1005.1,2013-07-22,1
4221,19.5,32.5,23.4,28.0,96.0,2.0,120.0,8.0,1008.0,2013-07-23,1
4222,-1.0,30.9,24.6,27.8,82.0,2.0,260.0,7.0,1008.4,2013-07-24,1
4223,0.0,31.8,26.5,29.2,78.0,3.0,160.0,6.0,1007.2,2013-07-25,1
4224,13.5,34.1,24.4,29.3,80.0,2.0,120.0,6.0,1007.3,2013-07-26,1
4225,-1.0,33.0,24.8,28.9,79.0,2.0,240.0,6.0,1006.9,2013-07-27,1
4226,13.5,31.1,24.4,27.8,89.0,2.0,290.0,7.0,1006.1,2013-07-28,1
4227,2.0,30.1,25.5,27.8,90.0,2.0,310.0,7.0,1004.4,2013-07-29,1
4228,1.0,31.0,25.5,28.3,84.0,3.0,100.0,6.0,1002.4,2013-07-30,1
4229,11.5,30.3,24.0,27.2,89.0,2.0,130.0,7.0,1002.5,2013-07-31,1
4230,3.5,32.4,24.1,28.3,88.0,2.0,90.0,7.0,1003.8,2013-08-01,1
4231,-1.0,32.9,26.0,29.5,76.0,2.0,130.0,5.0,1008.1,2013-08-02,1
4232,5.5,32.0,24.6,28.3,79.0,2.0,250.0,6.0,1009.0,2013-08-03,1
4233,7.5,31.3,24.6,28.0,98.0,3.0,100.0,7.0,1006.6,2013-08-04,1
4234,16.0,33.0,23.9,28.5,77.0,4.0,90.0,6.0,1005.8,2013-08-05,1
4235,0.5,29.1,25.0,27.0,89.0,2.0,140.0,6.0,1008.5,2013-08-06,1
4236,0.0,32.9,25.8,29.4,76.0,2.0,130.0,5.0,1008.5,2013-08-07,1
4237,0.5,32.4,25.9,29.2,79.0,2.0,270.0,6.0,1006.7,2013-08-08,1
4238,4.5,30.3,25.0,27.7,88.0,1.0,120.0,6.0,1005.3,2013-08-09,1
4239,-1.0,33.1,25.2,29.2,80.0,2.0,270.0,4.0,1005.3,2013-08-10,1
4240,38.5,30.0,25.0,27.5,87.0,4.0,270.0,8.0,1002.7,2013-08-11,1
4241,42.0,29.6,24.1,26.9,98.0,3.0,210.0,8.0,1002.3,2013-08-12,1
4242,-1.0,32.0,26.0,29.0,71.0,2.0,220.0,6.0,1005.4,2013-08-13,1
4243,-1.0,32.3,26.9,29.6,74.0,2.0,270.0,6.0,1007.6,2013-08-14,1
4244,0.0,31.9,27.1,29.5,77.0,4.0,260.0,5.0,1006.5,2013-08-15,1
4245,0.0,31.5,27.3,29.4,78.0,5.0,270.0,6.0,1004.5,2013-08-16,1
4246,24.0,30.4,24.4,27.4,93.0,2.0,240.0,8.0,1003.7,2013-08-17,1
4247,249.0,28.6,23.5,26.0,96.0,3.0,210.0,8.0,1003.7,2013-08-18,1
4248,326.5,26.0,23.2,24.6,66.0,2.0,240.0,8.0,1003.3,2013-08-19,1
4249,128.5,26.5,23.5,25.0,100.0,2.0,220.0,8.0,1002.1,2013-08-20,1
4250,33.0,26.7,24.0,25.4,98.0,4.0,220.0,8.0,1002.5,2013-08-21,1
4251,7.0,30.1,24.2,27.2,91.0,3.0,260.0,8.0,1005.1,2013-08-22,1
4252,4.0,30.7,24.1,27.4,94.0,3.0,260.0,6.0,1006.6,2013-08-23,1
4253,26.0,29.9,24.3,27.1,88.0,3.0,260.0,6.0,1005.9,2013-08-24,1
4254,6.0,29.2,24.8,27.0,93.0,2.0,270.0,7.0,1004.7,2013-08-25,1
4255,3.5,27.8,25.0,26.4,92.0,3.0,230.0,8.0,1004.4,2013-08-26,1
4256,0.5,31.9,25.0,28.5,86.0,2.0,230.0,7.0,1006.3,2013-08-27,1
4257,0.0,31.9,25.8,28.9,83.0,3.0,270.0,6.0,1007.8,2013-08-28,1
4258,0.0,32.8,25.5,29.1,75.0,3.0,270.0,3.0,1008.4,2013-08-29,1
4259,0.0,32.1,26.2,29.2,79.0,3.0,260.0,3.0,1008.6,2013-08-30,1
4260,0.0,32.0,26.5,29.3,83.0,3.0,260.0,5.0,1008.5,2013-08-31,1
4261,0.0,33.9,26.3,30.1,79.0,2.0,270.0,6.0,1008.8,2013-09-01,1
4262,0.0,35.2,27.5,31.4,69.0,2.0,140.0,5.0,1007.8,2013-09-02,1
4263,6.5,32.8,24.7,28.8,77.0,3.0,260.0,5.0,1006.6,2013-09-03,1
4264,0.5,30.9,25.9,28.4,84.0,2.0,300.0,8.0,1006.4,2013-09-04,1
4265,4.5,31.3,24.8,28.1,91.0,1.0,260.0,4.0,1007.4,2013-09-05,1
4266,-1.0,31.7,25.5,28.6,97.0,2.0,300.0,4.0,1008.2,2013-09-06,1
4267,19.5,31.6,24.3,28.0,86.0,2.0,300.0,6.0,1007.4,2013-09-07,1
4268,4.5,31.3,25.6,28.5,91.0,2.0,70.0,5.0,1007.1,2013-09-08,1
4269,0.5,32.4,25.6,29.0,89.0,2.0,90.0,4.0,1006.5,2013-09-09,1
4270,11.5,33.3,25.0,29.1,85.0,2.0,130.0,6.0,1006.7,2013-09-10,1
4271,6.0,30.3,25.7,28.0,88.0,2.0,260.0,6.0,1006.9,2013-09-11,1
4272,38.5,28.5,25.1,26.8,96.0,2.0,230.0,8.0,1007.5,2013-09-12,1
4273,-1.0,29.6,25.5,27.5,91.0,4.0,260.0,6.0,1006.4,2013-09-13,1
4274,13.5,29.5,24.5,27.0,94.0,4.0,260.0,8.0,1004.6,2013-09-14,1
4275,99.0,28.8,23.5,26.2,99.0,2.0,270.0,8.0,1004.7,2013-09-15,1
4276,35.0,29.0,23.7,26.4,94.0,2.0,250.0,8.0,1004.6,2013-09-16,1
4277,40.5,30.3,23.5,26.9,91.0,2.0,270.0,8.0,1004.1,2013-09-17,1
4278,8.0,30.3,24.1,27.2,89.0,4.0,260.0,7.0,1004.1,2013-09-18,1
4279,1.0,29.5,25.8,27.7,95.0,6.0,250.0,7.0,1002.1,2013-09-19,1
4280,7.5,30.2,25.6,27.9,87.0,9.0,250.0,8.0,1000.0,2013-09-20,1
4281,41.5,29.2,24.8,27.0,91.0,6.0,250.0,7.0,999.3,2013-09-21,1
4282,166.0,25.8,23.9,24.9,,3.0,230.0,8.0,1002.8,2013-09-22,1
4283,49.5,26.3,23.5,24.9,,1.0,320.0,8.0,1004.9,2013-09-23,1
4284,3.0,28.5,24.5,26.5,96.0,2.0,250.0,8.0,1004.7,2013-09-24,1
4285,32.5,29.5,23.9,26.7,91.0,2.0,270.0,7.0,1005.4,2013-09-25,1
4286,4.0,29.6,24.9,27.3,95.0,2.0,130.0,8.0,1006.0,2013-09-26,1
4287,25.5,29.4,24.8,27.1,93.0,2.0,110.0,8.0,1005.4,2013-09-27,1
4288,35.5,32.4,24.3,28.4,82.0,2.0,120.0,6.0,1003.8,2013-09-28,1
4289,2.5,32.6,25.7,29.2,86.0,3.0,260.0,6.0,1003.7,2013-09-29,1
4290,55.5,31.1,24.1,27.6,84.0,2.0,220.0,5.0,1005.5,2013-09-30,1
4291,24.0,30.0,24.9,27.5,90.0,2.0,260.0,5.0,1006.6,2013-10-01,1
4292,27.5,30.4,25.0,27.7,86.0,4.0,260.0,6.0,1006.6,2013-10-02,1
4293,0.0,30.4,26.6,28.5,87.0,4.0,250.0,5.0,1006.0,2013-10-03,1
4294,7.0,31.4,26.0,28.7,75.0,3.0,260.0,6.0,1004.6,2013-10-04,1
4295,0.0,30.7,25.5,28.1,76.0,3.0,260.0,3.0,1003.8,2013-10-05,1
4296,0.0,30.2,25.5,27.9,74.0,3.0,250.0,4.0,1003.7,2013-10-06,1
4297,2.5,30.6,25.4,28.0,77.0,3.0,260.0,5.0,1004.2,2013-10-07,1
4298,0.0,29.6,25.3,27.5,79.0,3.0,330.0,7.0,1005.5,2013-10-08,1
4299,0.0,30.2,25.8,28.0,80.0,2.0,250.0,7.0,1006.5,2013-10-09,1
4300,71.5,31.2,22.7,27.0,88.0,3.0,260.0,7.0,1005.2,2013-10-10,1
4301,85.5,28.0,24.4,26.2,,5.0,140.0,8.0,998.4,2013-10-11,1
4302,15.0,30.1,24.6,27.4,93.0,2.0,140.0,7.0,1001.1,2013-10-12,1
4303,5.0,32.3,24.9,28.6,84.0,2.0,280.0,3.0,1005.5,2013-10-13,1
4304,0.0,30.7,25.0,27.9,84.0,3.0,260.0,3.0,1007.8,2013-10-14,1
4305,0.8,29.9,24.6,27.3,89.0,3.0,260.0,5.0,1009.1,2013-10-15,1
4306,31.5,29.8,23.9,26.9,97.0,2.0,160.0,7.0,1011.0,2013-10-16,1
4307,0.0,30.5,23.1,26.8,78.0,2.0,120.0,5.0,1010.2,2013-10-17,1
4308,0.0,30.4,24.6,27.5,72.0,2.0,170.0,5.0,1009.2,2013-10-18,1
4309,0.5,30.3,24.6,27.5,81.0,1.0,130.0,6.0,1008.4,2013-10-19,1
4310,0.0,31.1,24.6,27.9,75.0,2.0,280.0,4.0,1006.3,2013-10-20,1
4311,0.0,30.8,25.5,28.2,76.0,2.0,270.0,4.0,1006.1,2013-10-21,1
4312,4.0,31.6,24.7,28.2,79.0,2.0,140.0,5.0,1006.7,2013-10-22,1
4313,0.5,31.7,25.0,28.4,70.0,2.0,140.0,6.0,1005.4,2013-10-23,1
4314,2.5,30.0,25.6,27.8,75.0,3.0,10.0,6.0,1005.4,2013-10-24,1
4315,0.0,30.5,25.3,27.9,74.0,3.0,270.0,4.0,1007.2,2013-10-25,1
4316,0.0,30.5,25.2,27.9,72.0,3.0,120.0,6.0,1009.1,2013-10-26,1
4317,0.0,30.3,24.6,27.5,67.0,2.0,120.0,6.0,1010.3,2013-10-27,1
4318,0.0,31.7,23.8,27.8,70.0,3.0,90.0,2.0,1010.7,2013-10-28,1
4319,0.0,31.3,24.4,27.9,68.0,2.0,120.0,4.0,1009.6,2013-10-29,1
4320,0.0,30.4,24.5,27.5,71.0,2.0,280.0,6.0,1008.1,2013-10-30,1
4321,0.0,30.2,25.9,28.0,86.0,3.0,150.0,6.0,1005.9,2013-10-31,1
4322,0.0,33.5,24.9,29.2,81.0,3.0,140.0,2.0,1007.4,2013-11-01,1
4323,0.0,32.4,25.1,28.8,79.0,2.0,120.0,5.0,1008.2,2013-11-02,1
4324,0.0,32.1,25.4,28.8,83.0,2.0,320.0,4.0,1008.5,2013-11-03,1
4325,2.5,31.4,25.4,28.4,88.0,2.0,270.0,6.0,1008.9,2013-11-04,1
4326,9.5,28.9,24.8,26.9,90.0,2.0,80.0,4.0,1009.2,2013-11-05,1
4327,0.5,32.9,24.4,28.7,71.0,2.0,110.0,4.0,1009.2,2013-11-06,1
4328,2.0,32.2,24.4,28.3,74.0,3.0,10.0,7.0,1007.4,2013-11-07,1
4329,49.0,28.8,23.8,26.3,90.0,6.0,90.0,8.0,1002.7,2013-11-08,1
4330,2.5,31.4,25.5,28.5,88.0,4.0,110.0,5.0,1007.5,2013-11-09,1
4331,0.0,32.5,25.3,28.9,74.0,3.0,120.0,4.0,1009.2,2013-11-10,1
4332,1.5,32.5,24.1,28.3,86.0,2.0,110.0,5.0,1007.6,2013-11-11,1
4333,1.0,29.7,24.9,27.3,84.0,2.0,120.0,6.0,1006.4,2013-11-12,1
